Code,JavaDoc,Package
"@Nonnull
    public String getNewImageUrl()
    {
        return getNewValue();
    }","/**
     * The new {@link ScheduledEvent#getImageUrl() image}.
     *
     * @return The new image
     */",net.dv8tion.jda.api.events.guild.scheduledevent.update
boolean isMfaEnabled();,"/**
     * If true, this account is protected by Multi-Factor authorization.
     * <br>If this is a Client account, then this describes the MFA status of the Client account.
     * <br>If this is a Bot account, then this describes the MFA status of the Client account that owns this Bot.
     *
     * @return True, if this account has MFA protecting it.
     */",net.dv8tion.jda.api.entities
"public UnknownChannel getCurrent() {
        return current;
    }","/**
     * Gets the current, new version of the {@link UnknownChannel} that was updated in this event.
     *
     * @return The current version of the updated {@link UnknownChannel}.
     */",discord4j.core.event.domain.channel
"public boolean isModerated() {
        return data.moderated();
    }","/**
     * Gets whether this tag is moderated, meaning only members with the MANAGE_THREADS permission can use it
     *
     * @return {@code true} if this tag is moderated
     */",discord4j.core.object.entity
"@Nonnull
        JDA.ShardInfo getShardInfo();","/**
         * The {@link net.dv8tion.jda.api.JDA.ShardInfo ShardInfo} for this request.
         * <br>Can be used for a priority system.
         *
         * @return The ShardInfo
         */",net.dv8tion.jda.api.utils
"@Nonnull
    @CheckReturnValue
    AccountManager setBanner(@Nullable Icon banner);","/**
     * Sets the banner for the currently logged in account
     *
     * @param  banner
     *         An {@link net.dv8tion.jda.api.entities.Icon Icon} instance representing
     *         the new banner for the current account, {@code null} to reset the banner to the default banner.
     *
     * @return AccountManager for chaining convenience
     */",net.dv8tion.jda.api.managers
"Mono<MessageData> onMessageUpdate(int shardIndex, MessageUpdate dispatch);","/**
     * Updates the internal state of the store according to the given {@link MessageUpdate} gateway dispatch. This
     * will typically perform an update operation on a related {@link MessageData} that is already present in the store.
     *
     * @param shardIndex the index of the shard where the dispatch comes from
     * @param dispatch   the dispatch data coming from Discord gateway
     * @return a {@link Mono} completing when the operation is done, optionally returning the old state of the
     * {@link MessageData} before the update
     */",discord4j.common.store.api.layout
"public Duration getMaxBackoffInterval() {
        return maxBackoffInterval;
    }","/**
     * Return the maximum backoff duration.
     *
     * @return maximum backoff duration
     */",discord4j.common.retry
"@Nonnull
    EnumSet<Permission> getPermissionsExplicit(@Nonnull GuildChannel channel);","/**
     * The explicitly granted permissions for this permission holder in the guild.
     * <br>This disregards owner and administrator privileges.
     * <br>Permissions returned by this may be different from {@link #getPermissionsExplicit()}
     * due to the GuildChannel's {@link net.dv8tion.jda.api.entities.PermissionOverride PermissionOverrides}.
     * <br><u>Changes to the returned set do not affect this entity directly.</u>
     *
     * @param  channel
     *         The {@link GuildChannel GuildChannel} of which to get Permissions for
     *
     * @throws java.lang.IllegalArgumentException
     *         If the channel is null
     *
     * @return EnumSet of the explicitly granted permissions in the specified channel
     */",net.dv8tion.jda.api.entities
"public synchronized void shutdown()
        {
            if (pool != null)
            {
                pool.shutdown();
                pool = null;
            }
        }","/**
         * Shuts down the shared pool and the temporary pool.
         */",net.dv8tion.jda.api.sharding
"@Nullable
    ConnectionListener getConnectionListener();","/**
     * The currently set {@link net.dv8tion.jda.api.audio.hooks.ConnectionListener ConnectionListener}
     * or {@code null} if no {@link net.dv8tion.jda.api.audio.hooks.ConnectionListener ConnectionListener} has been {@link #setConnectionListener(ConnectionListener) set}.
     *
     * @return The current {@link net.dv8tion.jda.api.audio.hooks.ConnectionListener ConnectionListener} instance
     *         for this AudioManager.
     */",net.dv8tion.jda.api.managers
"public LegacyMessageEditSpec setComponents(List<LayoutComponent> components) {
        this.components = Possible.of(Optional.of(components.stream().map(LayoutComponent::getData).collect(Collectors.toList())));
        return this;
    }","/**
     * Sets the components of the message.
     *
     * @param components The message components.
     * @return This spec.
     */",discord4j.core.spec.legacy
"@Nonnull
    @CheckReturnValue
    M putPermissionOverride(@Nonnull IPermissionHolder permHolder, long allow, long deny);","/**
     * Adds an override for the specified {@link IPermissionHolder IPermissionHolder}
     * with the provided raw bitmasks as allowed and denied permissions. If the permission holder already
     * had an override on this channel it will be replaced instead.
     *
     * @param  permHolder
     *         The permission holder
     * @param  allow
     *         The bitmask to grant
     * @param  deny
     *         The bitmask to deny
     *
     * @throws IllegalArgumentException
     *         If the provided permission holder is {@code null}
     * @throws net.dv8tion.jda.api.exceptions.InsufficientPermissionException
     *         If the currently logged in account does not have {@link Permission#MANAGE_PERMISSIONS Permission.MANAGE_PERMISSIONS}
     *         in this channel, or tries to set permissions it does not have without having {@link Permission#MANAGE_PERMISSIONS Permission.MANAGE_PERMISSIONS} explicitly for this channel through an override.
     *
     * @return ChannelManager for chaining convenience
     *
     * @see    #putPermissionOverride(IPermissionHolder, Collection, Collection)
     * @see    Permission#getRaw(Permission...) Permission.getRaw(Permission...)
     */",net.dv8tion.jda.api.managers.channel.attribute
Flux<MessageData> getMessagesInChannel(long channelId);,"/**
     * Retrieves data for all messages present in the store for the given channel ID.
     *
     * @param channelId the channel ID
     * @return A {@link Flux} emitting the messages, or empty if none is present
     */",discord4j.common.store.api.layout
"Mono<Set<EmojiData>> onGuildEmojisUpdate(int shardIndex, GuildEmojisUpdate dispatch);","/**
     * Updates the internal state of the store according to the given {@link GuildEmojisUpdate} gateway dispatch.
     * This will typically perform an update operation on a related collection of {@link EmojiData} that is already
     * present in the store, and update the list returned by {@link GuildData#emojis()}.
     *
     * @param shardIndex the index of the shard where the dispatch comes from
     * @param dispatch   the dispatch data coming from Discord gateway
     * @return a {@link Mono} completing when the operation is done, optionally returning the old state of the
     * set of {@link EmojiData} before the update
     */",discord4j.common.store.api.layout
"@Nonnull
        public Builder setPlaceholder(@Nullable String placeholder)
        {
            if (placeholder != null)
            {
                Checks.notLonger(placeholder, MAX_PLACEHOLDER_LENGTH, ""Placeholder"");
                Checks.notBlank(placeholder, ""Placeholder"");
            }
            this.placeholder = placeholder;
            return this;
        }","/**
         * Sets a placeholder for this TextInput field.
         * <br>This is a short hint that describes the expected value of the input field.
         *
         * @param  placeholder 
         *         The placeholder
         *
         * @throws IllegalArgumentException
         *         If the provided placeholder is longer than {@link #MAX_PLACEHOLDER_LENGTH} characters
         *
         * @return The same builder instance for chaining
         */",net.dv8tion.jda.api.interactions.components.text
